,ActivityIdentifier,ActivityLatitude,ActivityLongitude,AnalysisStartDate,Contaminant,DetectedLevel,LevelUnit
683722,21NYDECA_WQX-05010005_06232014_WSMS,42.6535,-73.7487,2014-07-10,Lead,23.2,ug/l
683723,21NYDECA_WQX-05010005_06232014_WSMS,42.6535,-73.7487,2014-07-10,Copper,22.9,ug/l
683726,21NYDECA_WQX-05010005_06232014_WSMS,42.6535,-73.7487,2014-07-10,Lead,22.5,ug/l
683728,21NYDECA_WQX-05010005_06232014_WSMS,42.6535,-73.7487,2014-07-10,Copper,22.0,ug/l
683742,21NYDECA_WQX-LCSW-212492,42.6535,-73.7487,2014-07-10,Copper,20.4,ug/l
683745,21NYDECA_WQX-LCSW-212492,42.6535,-73.7487,2014-07-10,Lead,21.6,ug/l
683755,21NYDECA_WQX-LCSW-212495,42.6535,-73.7487,2014-07-10,Copper,19.1,ug/l
683756,21NYDECA_WQX-LCSW-212495,42.6535,-73.7487,2014-07-10,Lead,20.7,ug/l
683759,21NYDECA_WQX-PBW-212492,42.6535,-73.7487,2014-07-10,Lead,0.061,ug/l
683765,21NYDECA_WQX-PBW-212492,42.6535,-73.7487,2014-07-10,Copper,0.252,ug/l
683772,21NYDECA_WQX-PBW-212495,42.6535,-73.7487,2014-07-10,Lead,0.061,ug/l
683777,21NYDECA_WQX-PBW-212495,42.6535,-73.7487,2014-07-10,Copper,0.252,ug/l
683882,21NYDECA_WQX-01010001_06242014_WSDUP,42.6535,-73.7487,2014-07-10,Copper,1.32,ug/l
683889,21NYDECA_WQX-01010001_06242014_WSDUP,42.6535,-73.7487,2014-07-10,Copper,1.08,ug/l
683898,21NYDECA_WQX-01010001_06242014_WSDUP,42.6535,-73.7487,2014-07-10,Lead,0.19,ug/l
683906,21NYDECA_WQX-01010001_06242014_WSDUP,42.6535,-73.7487,2014-07-10,Lead,0.06,ug/l
683923,21NYDECA_WQX-01010001_06242014_WSMS,42.6535,-73.7487,2014-07-10,Lead,22.9,ug/l
683925,21NYDECA_WQX-01010001_06242014_WSMS,42.6535,-73.7487,2014-07-10,Copper,21.8,ug/l
683932,21NYDECA_WQX-01010001_06242014_WSMS,42.6535,-73.7487,2014-07-10,Copper,22.0,ug/l
683936,21NYDECA_WQX-01010001_06242014_WSMS,42.6535,-73.7487,2014-07-10,Lead,23.0,ug/l
683994,21NYDECA_WQX-08010001FB_06262014_WS,42.6535,-73.7487,2014-07-10,Lead,0.397,ug/l
684004,21NYDECA_WQX-08010001FB_06262014_WS,42.6535,-73.7487,2014-07-10,Copper,3.7,ug/l
684013,21NYDECA_WQX-08010001FB_06262014_WS,42.6535,-73.7487,2014-07-10,Lead,0.187,ug/l
684015,21NYDECA_WQX-08010001FB_06262014_WS,42.6535,-73.7487,2014-07-10,Copper,0.741,ug/l
684315,21NYDECA_WQX-06011302FB_07282014_WS,42.6535,-73.7487,2014-08-14,Copper,2.1,ug/l
684325,21NYDECA_WQX-06011302FB_07282014_WS,42.6535,-73.7487,2014-08-07,Lead,0.061,ug/l
684336,21NYDECA_WQX-06011302FB_07282014_WS,42.6535,-73.7487,2014-08-14,Lead,0.09,ug/l
684344,21NYDECA_WQX-06011302FB_07282014_WS,42.6535,-73.7487,2014-08-07,Copper,0.29100000000000004,ug/l
684357,21NYDECA_WQX-06021001_07282014_WSDUP,42.6535,-73.7487,2014-08-14,Lead,0.06,ug/l
684359,21NYDECA_WQX-06021001_07282014_WSDUP,42.6535,-73.7487,2014-08-14,Copper,1.67,ug/l
684361,21NYDECA_WQX-06021001_07282014_WSDUP,42.6535,-73.7487,2014-08-07,Copper,1.95,ug/l
684386,21NYDECA_WQX-06021001_07282014_WSDUP,42.6535,-73.7487,2014-08-07,Lead,0.39,ug/l
684390,21NYDECA_WQX-06022301_07282014_WSDUP,42.6535,-73.7487,2014-08-14,Copper,1.25,ug/l
684393,21NYDECA_WQX-06022301_07282014_WSDUP,42.6535,-73.7487,2014-08-07,Lead,0.24,ug/l
684400,21NYDECA_WQX-06022301_07282014_WSDUP,42.6535,-73.7487,2014-08-14,Lead,0.06,ug/l
684401,21NYDECA_WQX-06022301_07282014_WSDUP,42.6535,-73.7487,2014-08-07,Copper,1.59,ug/l
684408,21NYDECA_WQX-LCSW-214903,42.6535,-73.7487,2014-08-07,Lead,19.3,ug/l
684410,21NYDECA_WQX-LCSW-214903,42.6535,-73.7487,2014-08-07,Copper,19.0,ug/l
684420,21NYDECA_WQX-LCSW-214905,42.6535,-73.7487,2014-08-14,Lead,21.8,ug/l
684422,21NYDECA_WQX-LCSW-214905,42.6535,-73.7487,2014-08-14,Copper,21.0,ug/l
684426,21NYDECA_WQX-LCSW-215262,42.6535,-73.7487,2014-08-15,Copper,20.2,ug/l
684428,21NYDECA_WQX-LCSW-215262,42.6535,-73.7487,2014-08-15,Lead,20.6,ug/l
684431,21NYDECA_WQX-LCSWD-215262,42.6535,-73.7487,2014-08-15,Lead,21.6,ug/l
684432,21NYDECA_WQX-LCSWD-215262,42.6535,-73.7487,2014-08-15,Copper,21.5,ug/l
684436,21NYDECA_WQX-PBW-214903,42.6535,-73.7487,2014-08-07,Lead,0.061,ug/l
684440,21NYDECA_WQX-PBW-214903,42.6535,-73.7487,2014-08-07,Copper,0.252,ug/l
684451,21NYDECA_WQX-PBW-214905,42.6535,-73.7487,2014-08-14,Lead,0.061,ug/l
684453,21NYDECA_WQX-PBW-214905,42.6535,-73.7487,2014-08-14,Copper,0.52,ug/l
684456,21NYDECA_WQX-PBW-215262,42.6535,-73.7487,2014-08-15,Lead,0.061,ug/l
684460,21NYDECA_WQX-PBW-215262,42.6535,-73.7487,2014-08-15,Copper,0.252,ug/l
684626,21NYDECA_WQX-10052105_08042014_WSDUP,42.6535,-73.7487,2014-08-21,Copper,1.69,ug/l
684628,21NYDECA_WQX-10052105_08042014_WSDUP,42.6535,-73.7487,2014-08-21,Copper,1.36,ug/l
684636,21NYDECA_WQX-10052105_08042014_WSDUP,42.6535,-73.7487,2014-08-21,Lead,0.06,ug/l
684637,21NYDECA_WQX-10052105_08042014_WSDUP,42.6535,-73.7487,2014-08-21,Lead,0.3,ug/l
684640,21NYDECA_WQX-10053205FB_08042014_WS,42.6535,-73.7487,2014-08-21,Lead,0.061,ug/l
684646,21NYDECA_WQX-10053205FB_08042014_WS,42.6535,-73.7487,2014-08-21,Copper,0.252,ug/l
684663,21NYDECA_WQX-10053205FB_08042014_WS,42.6535,-73.7487,2014-08-21,Copper,0.266,ug/l
684679,21NYDECA_WQX-10053205FB_08042014_WS,42.6535,-73.7487,2014-08-21,Lead,0.061,ug/l
684685,21NYDECA_WQX-LCSW-215592,42.6535,-73.7487,2014-08-21,Lead,22.0,ug/l
684691,21NYDECA_WQX-LCSW-215592,42.6535,-73.7487,2014-08-21,Copper,20.2,ug/l
684694,21NYDECA_WQX-LCSW-215595,42.6535,-73.7487,2014-08-21,Copper,19.1,ug/l
684695,21NYDECA_WQX-LCSW-215595,42.6535,-73.7487,2014-08-21,Lead,21.7,ug/l
684709,21NYDECA_WQX-PBW-215592,42.6535,-73.7487,2014-08-21,Copper,0.252,ug/l
684710,21NYDECA_WQX-PBW-215592,42.6535,-73.7487,2014-08-21,Lead,0.061,ug/l
684715,21NYDECA_WQX-PBW-215595,42.6535,-73.7487,2014-08-21,Lead,0.061,ug/l
684716,21NYDECA_WQX-PBW-215595,42.6535,-73.7487,2014-08-21,Copper,0.252,ug/l
684847,21NYDECA_WQX-10010001E_08062014_WSDUP,42.6535,-73.7487,2014-08-21,Copper,1.25,ug/l
684856,21NYDECA_WQX-10010001E_08062014_WSDUP,42.6535,-73.7487,2014-08-21,Copper,1.09,ug/l
684857,21NYDECA_WQX-10010001E_08062014_WSDUP,42.6535,-73.7487,2014-08-21,Lead,0.21,ug/l
684865,21NYDECA_WQX-10010001E_08062014_WSDUP,42.6535,-73.7487,2014-08-21,Lead,0.06,ug/l
684985,21NYDECA_WQX-07010005FB_08112014_WS,42.6535,-73.7487,2014-08-27,Copper,0.392,ug/l
684986,21NYDECA_WQX-07010005FB_08112014_WS,42.6535,-73.7487,2014-08-27,Lead,0.061,ug/l
684996,21NYDECA_WQX-07010005FB_08112014_WS,42.6535,-73.7487,2014-08-27,Lead,0.061,ug/l
685005,21NYDECA_WQX-07010005FB_08112014_WS,42.6535,-73.7487,2014-08-27,Copper,0.728,ug/l
685025,21NYDECA_WQX-LCSW-216383,42.6535,-73.7487,2014-08-27,Lead,21.0,ug/l
685026,21NYDECA_WQX-LCSW-216383,42.6535,-73.7487,2014-08-27,Copper,19.5,ug/l
685031,21NYDECA_WQX-LCSW-216385,42.6535,-73.7487,2014-08-27,Lead,21.4,ug/l
685034,21NYDECA_WQX-LCSW-216385,42.6535,-73.7487,2014-08-27,Copper,20.4,ug/l
685045,21NYDECA_WQX-PBW-216383,42.6535,-73.7487,2014-08-27,Lead,0.061,ug/l
685047,21NYDECA_WQX-PBW-216383,42.6535,-73.7487,2014-08-27,Copper,0.252,ug/l
685054,21NYDECA_WQX-PBW-216385,42.6535,-73.7487,2014-08-27,Copper,0.275,ug/l
685055,21NYDECA_WQX-PBW-216385,42.6535,-73.7487,2014-08-27,Lead,0.061,ug/l
685145,21NYDECA_WQX-12010101_08122014_WSDUP,42.6535,-73.7487,2014-08-27,Copper,3.21,ug/l
685151,21NYDECA_WQX-12010101_08122014_WSDUP,42.6535,-73.7487,2014-08-27,Copper,6.34,ug/l
685164,21NYDECA_WQX-12010101_08122014_WSDUP,42.6535,-73.7487,2014-08-27,Lead,1.36,ug/l
685181,21NYDECA_WQX-12010101_08122014_WSDUP,42.6535,-73.7487,2014-08-27,Lead,0.1,ug/l
685229,21NYDECA_WQX-09010008_08142014_WSDUP,42.6535,-73.7487,2014-08-27,Lead,0.1,ug/l
685233,21NYDECA_WQX-09010008_08142014_WSDUP,42.6535,-73.7487,2014-08-27,Lead,0.06,ug/l
685235,21NYDECA_WQX-09010008_08142014_WSDUP,42.6535,-73.7487,2014-08-27,Copper,1.05,ug/l
685236,21NYDECA_WQX-09010008_08142014_WSDUP,42.6535,-73.7487,2014-08-27,Copper,1.03,ug/l
685526,21NYDECA_WQX-06021053_09152014_WSDUP,42.6535,-73.7487,2014-10-02,Lead,0.06,ug/l
685534,21NYDECA_WQX-06021053_09152014_WSDUP,42.6535,-73.7487,2014-10-02,Lead,0.25,ug/l
685551,21NYDECA_WQX-06021053_09152014_WSDUP,42.6535,-73.7487,2014-10-02,Copper,1.11,ug/l
685557,21NYDECA_WQX-06021053_09152014_WSDUP,42.6535,-73.7487,2014-10-02,Copper,0.96,ug/l
685570,21NYDECA_WQX-06022301_09152014_WSDUP,42.6535,-73.7487,2014-10-02,Copper,0.81,ug/l
685571,21NYDECA_WQX-06022301_09152014_WSDUP,42.6535,-73.7487,2014-10-02,Lead,0.09,ug/l
685572,21NYDECA_WQX-06022301_09152014_WSDUP,42.6535,-73.7487,2014-10-02,Copper,0.85,ug/l
685575,21NYDECA_WQX-06022301_09152014_WSDUP,42.6535,-73.7487,2014-10-02,Lead,0.06,ug/l
685598,21NYDECA_WQX-LCSW-218893,42.6535,-73.7487,2014-10-02,Lead,21.8,ug/l
685599,21NYDECA_WQX-LCSW-218893,42.6535,-73.7487,2014-10-02,Copper,21.2,ug/l
685603,21NYDECA_WQX-LCSW-218898,42.6535,-73.7487,2014-10-02,Lead,21.9,ug/l
685604,21NYDECA_WQX-LCSW-218898,42.6535,-73.7487,2014-10-02,Copper,22.1,ug/l
685615,21NYDECA_WQX-PBW-218893,42.6535,-73.7487,2014-10-02,Copper,0.252,ug/l
685619,21NYDECA_WQX-PBW-218893,42.6535,-73.7487,2014-10-02,Lead,0.061,ug/l
685625,21NYDECA_WQX-PBW-218898,42.6535,-73.7487,2014-10-02,Copper,0.252,ug/l
685627,21NYDECA_WQX-PBW-218898,42.6535,-73.7487,2014-10-02,Lead,0.061,ug/l
685742,21NYDECA_WQX-06011302FB_09172014_WS,42.6535,-73.7487,2014-10-02,Lead,0.061,ug/l
685754,21NYDECA_WQX-06011302FB_09172014_WS,42.6535,-73.7487,2014-10-02,Copper,0.252,ug/l
685770,21NYDECA_WQX-06011302FB_09172014_WS,42.6535,-73.7487,2014-10-02,Lead,0.061,ug/l
685771,21NYDECA_WQX-06011302FB_09172014_WS,42.6535,-73.7487,2014-10-02,Copper,0.252,ug/l
685856,21NYDECA_WQX-10053205FB_09222014_WS,42.6535,-73.7487,2014-10-06,Copper,0.252,ug/l
685870,21NYDECA_WQX-10053205FB_09222014_WS,42.6535,-73.7487,2014-10-06,Copper,0.252,ug/l
685875,21NYDECA_WQX-10053205FB_09222014_WS,42.6535,-73.7487,2014-10-06,Lead,0.061,ug/l
685877,21NYDECA_WQX-10053205FB_09222014_WS,42.6535,-73.7487,2014-10-06,Lead,0.061,ug/l
685898,21NYDECA_WQX-10053205_09222014_WSDUP,42.6535,-73.7487,2014-10-06,Lead,0.06,ug/l
685900,21NYDECA_WQX-10053205_09222014_WSDUP,42.6535,-73.7487,2014-10-06,Copper,0.71,ug/l
685901,21NYDECA_WQX-10053205_09222014_WSDUP,42.6535,-73.7487,2014-10-06,Lead,0.26,ug/l
685903,21NYDECA_WQX-10053205_09222014_WSDUP,42.6535,-73.7487,2014-10-06,Copper,0.97,ug/l
685907,21NYDECA_WQX-10053205_09222014_WSMS,42.6535,-73.7487,2014-10-06,Lead,18.3,ug/l
685912,21NYDECA_WQX-10053205_09222014_WSMS,42.6535,-73.7487,2014-10-06,Copper,18.8,ug/l
685917,21NYDECA_WQX-10053205_09222014_WSMS,42.6535,-73.7487,2014-10-06,Lead,18.4,ug/l
685918,21NYDECA_WQX-10053205_09222014_WSMS,42.6535,-73.7487,2014-10-06,Copper,18.6,ug/l
685921,21NYDECA_WQX-LCSW-219123,42.6535,-73.7487,2014-09-29,Copper,19.6,ug/l
685928,21NYDECA_WQX-LCSW-219617,42.6535,-73.7487,2014-10-06,Copper,20.1,ug/l
685929,21NYDECA_WQX-LCSW-219617,42.6535,-73.7487,2014-10-06,Lead,19.8,ug/l
685933,21NYDECA_WQX-LCSW-219620,42.6535,-73.7487,2014-10-06,Lead,20.7,ug/l
685935,21NYDECA_WQX-LCSW-219620,42.6535,-73.7487,2014-10-06,Copper,20.8,ug/l
685945,21NYDECA_WQX-PBW-219123,42.6535,-73.7487,2014-09-29,Copper,0.252,ug/l
685950,21NYDECA_WQX-PBW-219617,42.6535,-73.7487,2014-10-06,Lead,0.061,ug/l
685955,21NYDECA_WQX-PBW-219617,42.6535,-73.7487,2014-10-06,Copper,0.252,ug/l
685957,21NYDECA_WQX-PBW-219620,42.6535,-73.7487,2014-10-06,Copper,0.252,ug/l
685960,21NYDECA_WQX-PBW-219620,42.6535,-73.7487,2014-10-06,Lead,0.061,ug/l
686085,21NYDECA_WQX-17016109_09232014_WSDUP,42.6535,-73.7487,2014-10-06,Lead,0.51,ug/l
686091,21NYDECA_WQX-17016109_09232014_WSDUP,42.6535,-73.7487,2014-10-07,Lead,0.27,ug/l
686092,21NYDECA_WQX-17016109_09232014_WSDUP,42.6535,-73.7487,2014-10-06,Copper,0.42,ug/l
686118,21NYDECA_WQX-17016109_09232014_WSDUP,42.6535,-73.7487,2014-10-07,Copper,0.33,ug/l
686127,21NYDECA_WQX-17016109_09232014_WSMS,42.6535,-73.7487,2014-10-06,Copper,19.5,ug/l
686136,21NYDECA_WQX-17016109_09232014_WSMS,42.6535,-73.7487,2014-10-06,Lead,20.4,ug/l
686139,21NYDECA_WQX-17016109_09232014_WSMS,42.6535,-73.7487,2014-10-07,Copper,19.3,ug/l
686141,21NYDECA_WQX-17016109_09232014_WSMS,42.6535,-73.7487,2014-10-07,Lead,20.0,ug/l
686252,21NYDECA_WQX-07010005FB_10062014_WS,42.6535,-73.7487,2014-10-22,Lead,0.061,ug/l
686274,21NYDECA_WQX-07010005FB_10062014_WS,42.6535,-73.7487,2014-10-21,Lead,0.225,ug/l
686284,21NYDECA_WQX-07010005FB_10062014_WS,42.6535,-73.7487,2014-10-21,Copper,1.3,ug/l
686287,21NYDECA_WQX-07010005FB_10062014_WS,42.6535,-73.7487,2014-10-22,Copper,0.618,ug/l
686300,21NYDECA_WQX-11010157_10062014_WSDUP,42.6535,-73.7487,2014-10-22,Copper,1.19,ug/l
686304,21NYDECA_WQX-11010157_10062014_WSDUP,42.6535,-73.7487,2014-10-21,Copper,1.66,ug/l
686311,21NYDECA_WQX-11010157_10062014_WSDUP,42.6535,-73.7487,2014-10-21,Lead,0.19,ug/l
686316,21NYDECA_WQX-11010157_10062014_WSDUP,42.6535,-73.7487,2014-10-22,Lead,0.54,ug/l
686333,21NYDECA_WQX-11010157_10062014_WSMS,42.6535,-73.7487,2014-10-22,Lead,20.8,ug/l
686343,21NYDECA_WQX-11010157_10062014_WSMS,42.6535,-73.7487,2014-10-21,Lead,23.9,ug/l
686345,21NYDECA_WQX-11010157_10062014_WSMS,42.6535,-73.7487,2014-10-21,Copper,22.3,ug/l
686346,21NYDECA_WQX-11010157_10062014_WSMS,42.6535,-73.7487,2014-10-22,Copper,20.1,ug/l
686372,21NYDECA_WQX-11010215_10062014_WSDUP,42.6535,-73.7487,2014-10-22,Lead,0.09,ug/l
686375,21NYDECA_WQX-11010215_10062014_WSDUP,42.6535,-73.7487,2014-10-22,Copper,0.59,ug/l
686377,21NYDECA_WQX-11010215_10062014_WSMS,42.6535,-73.7487,2014-10-22,Lead,23.3,ug/l
686379,21NYDECA_WQX-11010215_10062014_WSMS,42.6535,-73.7487,2014-10-22,Copper,21.2,ug/l
686392,21NYDECA_WQX-LCSW-221298,42.6535,-73.7487,2014-10-22,Copper,19.7,ug/l
686393,21NYDECA_WQX-LCSW-221298,42.6535,-73.7487,2014-10-22,Lead,19.5,ug/l
686400,21NYDECA_WQX-LCSW-221411,42.6535,-73.7487,2014-10-22,Copper,21.1,ug/l
686402,21NYDECA_WQX-LCSW-221411,42.6535,-73.7487,2014-10-22,Lead,22.4,ug/l
686413,21NYDECA_WQX-PBW-221298,42.6535,-73.7487,2014-10-22,Copper,0.252,ug/l
686414,21NYDECA_WQX-PBW-221298,42.6535,-73.7487,2014-10-22,Lead,0.105,ug/l
686419,21NYDECA_WQX-PBW-221411,42.6535,-73.7487,2014-10-22,Lead,0.061,ug/l
686422,21NYDECA_WQX-PBW-221411,42.6535,-73.7487,2014-10-22,Copper,0.252,ug/l
686522,21NYDECA_WQX-09010008_10072014_WSDUP,42.6535,-73.7487,2014-10-22,Lead,0.68,ug/l
686523,21NYDECA_WQX-09010008_10072014_WSDUP,42.6535,-73.7487,2014-10-22,Copper,1.73,ug/l
686526,21NYDECA_WQX-09010008_10072014_WSMS,42.6535,-73.7487,2014-10-22,Lead,21.0,ug/l
686533,21NYDECA_WQX-09010008_10072014_WSMS,42.6535,-73.7487,2014-10-22,Copper,19.9,ug/l
686575,21NYDECA_WQX-06011302FB_10202014_WS,42.6535,-73.7487,2014-11-04,Lead,0.061,ug/l
686577,21NYDECA_WQX-06011302FB_10202014_WS,42.6535,-73.7487,2014-11-04,Copper,0.252,ug/l
686584,21NYDECA_WQX-06011302FB_10202014_WS,42.6535,-73.7487,2014-11-04,Copper,0.252,ug/l
686603,21NYDECA_WQX-06011302FB_10202014_WS,42.6535,-73.7487,2014-11-04,Lead,0.061,ug/l
686606,21NYDECA_WQX-06021053_10202014_WSDUP,42.6535,-73.7487,2014-11-04,Lead,0.53,ug/l
686612,21NYDECA_WQX-06021053_10202014_WSDUP,42.6535,-73.7487,2014-11-04,Copper,1.58,ug/l
686617,21NYDECA_WQX-06021053_10202014_WSMS,42.6535,-73.7487,2014-11-04,Copper,20.8,ug/l
686621,21NYDECA_WQX-06021053_10202014_WSMS,42.6535,-73.7487,2014-11-04,Lead,21.0,ug/l
686622,21NYDECA_WQX-06023201_10202014_WSDUP,42.6535,-73.7487,2014-11-04,Copper,1.16,ug/l
686626,21NYDECA_WQX-06023201_10202014_WSDUP,42.6535,-73.7487,2014-11-04,Lead,0.06,ug/l
686632,21NYDECA_WQX-06023201_10202014_WSMS,42.6535,-73.7487,2014-11-04,Lead,18.8,ug/l
686634,21NYDECA_WQX-06023201_10202014_WSMS,42.6535,-73.7487,2014-11-04,Copper,19.6,ug/l
686645,21NYDECA_WQX-LCSW-222121,42.6535,-73.7487,2014-11-04,Lead,19.7,ug/l
686650,21NYDECA_WQX-LCSW-222121,42.6535,-73.7487,2014-11-04,Copper,19.5,ug/l
686651,21NYDECA_WQX-LCSW-222122,42.6535,-73.7487,2014-11-04,Copper,19.7,ug/l
686652,21NYDECA_WQX-LCSW-222122,42.6535,-73.7487,2014-11-04,Lead,19.9,ug/l
686666,21NYDECA_WQX-PBW-222121,42.6535,-73.7487,2014-11-04,Lead,0.061,ug/l
686668,21NYDECA_WQX-PBW-222121,42.6535,-73.7487,2014-11-04,Copper,0.252,ug/l
686672,21NYDECA_WQX-PBW-222122,42.6535,-73.7487,2014-11-04,Copper,0.252,ug/l
686676,21NYDECA_WQX-PBW-222122,42.6535,-73.7487,2014-11-04,Lead,0.061,ug/l
686749,21NYDECA_WQX-06030006_10222014_WSDUP,42.6535,-73.7487,2014-11-04,Copper,1.35,ug/l
686758,21NYDECA_WQX-06030006_10222014_WSDUP,42.6535,-73.7487,2014-11-04,Lead,0.93,ug/l
686762,21NYDECA_WQX-06030006_10222014_WSDUP,42.6535,-73.7487,2014-11-04,Lead,0.11,ug/l
686767,21NYDECA_WQX-06030006_10222014_WSDUP,42.6535,-73.7487,2014-11-04,Copper,2.93,ug/l
686790,21NYDECA_WQX-06030006_10222014_WSMS,42.6535,-73.7487,2014-11-04,Lead,20.9,ug/l
686792,21NYDECA_WQX-06030006_10222014_WSMS,42.6535,-73.7487,2014-11-04,Copper,21.6,ug/l
686797,21NYDECA_WQX-06030006_10222014_WSMS,42.6535,-73.7487,2014-11-04,Copper,21.6,ug/l
686810,21NYDECA_WQX-06030006_10222014_WSMS,42.6535,-73.7487,2014-11-04,Lead,20.9,ug/l
686824,21NYDECA_WQX-10053205FB_10272014_WS,42.6535,-73.7487,2014-11-13,Lead,0.061,ug/l
686833,21NYDECA_WQX-10053205FB_10272014_WS,42.6535,-73.7487,2014-11-13,Copper,0.252,ug/l
686837,21NYDECA_WQX-10053205FB_10272014_WS,42.6535,-73.7487,2014-11-13,Lead,0.061,ug/l
686858,21NYDECA_WQX-10053205FB_10272014_WS,42.6535,-73.7487,2014-11-13,Copper,0.252,ug/l
686883,21NYDECA_WQX-17024101_10272014_WSDUP,42.6535,-73.7487,2014-11-13,Lead,0.26,ug/l
686886,21NYDECA_WQX-17024101_10272014_WSDUP,42.6535,-73.7487,2014-11-13,Lead,0.12,ug/l
686887,21NYDECA_WQX-17024101_10272014_WSDUP,42.6535,-73.7487,2014-11-13,Copper,0.48,ug/l
686891,21NYDECA_WQX-17024101_10272014_WSDUP,42.6535,-73.7487,2014-11-13,Copper,0.42,ug/l
686895,21NYDECA_WQX-17024101_10272014_WSMS,42.6535,-73.7487,2014-11-13,Lead,25.9,ug/l
686903,21NYDECA_WQX-17024101_10272014_WSMS,42.6535,-73.7487,2014-11-13,Copper,12.9,ug/l
686904,21NYDECA_WQX-17024101_10272014_WSMS,42.6535,-73.7487,2014-11-13,Lead,14.1,ug/l
686906,21NYDECA_WQX-17024101_10272014_WSMS,42.6535,-73.7487,2014-11-13,Copper,59.3,ug/l
686907,21NYDECA_WQX-LCSW-222663,42.6535,-73.7487,2014-11-13,Lead,20.7,ug/l
686911,21NYDECA_WQX-LCSW-222663,42.6535,-73.7487,2014-11-13,Copper,20.2,ug/l
686919,21NYDECA_WQX-LCSW-222664,42.6535,-73.7487,2014-11-13,Lead,21.7,ug/l
686920,21NYDECA_WQX-LCSW-222664,42.6535,-73.7487,2014-11-13,Copper,21.3,ug/l
686931,21NYDECA_WQX-LCSW-223261,42.6535,-73.7487,2014-11-13,Copper,21.5,ug/l
686932,21NYDECA_WQX-LCSW-223261,42.6535,-73.7487,2014-11-13,Lead,22.3,ug/l
686937,21NYDECA_WQX-PBW-222663,42.6535,-73.7487,2014-11-13,Lead,0.061,ug/l
686938,21NYDECA_WQX-PBW-222663,42.6535,-73.7487,2014-11-13,Copper,0.252,ug/l
686945,21NYDECA_WQX-PBW-222664,42.6535,-73.7487,2014-11-13,Lead,0.061,ug/l
686947,21NYDECA_WQX-PBW-222664,42.6535,-73.7487,2014-11-13,Copper,0.252,ug/l
686957,21NYDECA_WQX-PBW-223261,42.6535,-73.7487,2014-11-13,Lead,0.061,ug/l
686959,21NYDECA_WQX-PBW-223261,42.6535,-73.7487,2014-11-13,Copper,0.252,ug/l
686968,21NYDECA_WQX-10010001E_10282014_WSDUP,42.6535,-73.7487,2014-11-13,Lead,0.06,ug/l
686987,21NYDECA_WQX-10010001E_10282014_WSDUP,42.6535,-73.7487,2014-11-13,Copper,1.76,ug/l
686996,21NYDECA_WQX-10010001E_10282014_WSDUP,42.6535,-73.7487,2014-11-13,Lead,0.06,ug/l
687002,21NYDECA_WQX-10010001E_10282014_WSDUP,42.6535,-73.7487,2014-11-13,Copper,1.2,ug/l
687007,21NYDECA_WQX-10010001E_10282014_WSMS,42.6535,-73.7487,2014-11-13,Lead,21.5,ug/l
687013,21NYDECA_WQX-10010001E_10282014_WSMS,42.6535,-73.7487,2014-11-13,Copper,21.7,ug/l
687017,21NYDECA_WQX-10010001E_10282014_WSMS,42.6535,-73.7487,2014-11-13,Copper,19.8,ug/l
687026,21NYDECA_WQX-10010001E_10282014_WSMS,42.6535,-73.7487,2014-11-13,Lead,20.4,ug/l
687338,21NYDECA_WQX-14TMDL965,42.781265999999995,-74.626796,2014-09-29,Copper,9.7,ug/l
687401,21NYDECA_WQX-15-ONT-044,43.623486,-76.187038,2015-09-01,Copper,,ug/l
687417,21NYDECA_WQX-15MRB025,43.161776,-74.841696,2015-08-18,Copper,5.1,ug/l
687448,21NYDECA_WQX-15MRB001,42.807266999999996,-73.81616700000001,2015-07-23,Copper,,ug/l
687461,21NYDECA_WQX-15MRB002,42.807266999999996,-73.81616700000001,2015-07-23,Copper,,ug/l
687472,21NYDECA_WQX-15MRB201,42.807266999999996,-73.81616700000001,2015-09-01,Copper,,ug/l
687496,21NYDECA_WQX-15MRB202,42.807266999999996,-73.81616700000001,2015-09-01,Copper,,ug/l
687507,21NYDECA_WQX-15MRB301,42.807266999999996,-73.81616700000001,2015-10-06,Copper,,ug/l
687522,21NYDECA_WQX-15MRB302,42.807266999999996,-73.81616700000001,2015-10-06,Copper,,ug/l
688019,21PA_WQX-1876795,42.0014,-77.1278,2014-04-10,Copper,,
688021,21PA_WQX-1876795,42.0014,-77.1278,2014-04-10,Lead,1.2,ug/l
688040,21PA_WQX-1887594,42.0014,-77.1278,2014-06-30,Copper,,
688042,21PA_WQX-1887594,42.0014,-77.1278,2014-06-30,Lead,,
688072,21PA_WQX-1901973,42.0014,-77.1278,2014-08-14,Copper,,
688074,21PA_WQX-1901973,42.0014,-77.1278,2014-08-14,Lead,,
688116,21PA_WQX-1911753,42.0014,-77.1278,2014-11-05,Copper,,
688117,21PA_WQX-1911753,42.0014,-77.1278,2014-11-05,Lead,,
688132,21PA_WQX-1926182,42.0014,-77.1278,2015-01-12,Copper,,
688143,21PA_WQX-1926182,42.0014,-77.1278,2015-01-12,Lead,,
688171,21PA_WQX-1942499,42.0014,-77.1278,2015-03-26,Lead,,
688184,21PA_WQX-1942499,42.0014,-77.1278,2015-03-26,Copper,,
688203,21PA_WQX-1978022,42.0014,-77.1278,2015-05-21,Copper,,
688207,21PA_WQX-1978022,42.0014,-77.1278,2015-05-21,Lead,,
688251,21PA_WQX-1978038,42.0014,-77.1278,2015-07-15,Lead,,
